PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,DailyDate
07dsN,4rk2/p3r1p1/2p3B1/1p1n2Pp/3P4/2P3KP/PP2Rp2/4R3 w - - 0 31,g3f2 e7e2 e1e2 e8e2 f2e2 d5f4 e2d1 f4g6,1174,75,100,207,advantage attraction endgame exposedKing fork veryLong,https://lichess.org/cwqxJ0gj#61,,
07eNj,2Q5/8/4pp2/1k1p1p1p/3P3P/pqP1P1P1/5P2/6K1 w - - 6 52,c8b7 b5c4 b7c8 c4d3,1145,76,100,1189,crushing defensiveMove endgame master masterVsMaster queenEndgame short,https://lichess.org/6NoNw7EO#103,,
07eNy,5Qk1/p1qr1p1p/p1p3p1/8/3P4/2P4P/PP3PPb/R1B1R2K b - - 0 20,g8f8 c1h6 f8g8 e1e8,883,76,100,161,endgame mate mateIn2 short,https://lichess.org/yLU1Nqt9/black#40,,
07eSN,2b5/p4k2/1p2pp2/6p1/3Q2n1/3P2q1/PP2PRB1/5RKr w - - 1 30,g1h1 g3h2,796,77,100,251,mate mateIn1 middlegame oneMove,https://lichess.org/zseilPki#59,,
07ep3,r3n1k1/1r3ppp/qNp1p3/p1bpP3/8/1P2Q3/PB3PPP/2R2R1K w - - 0 21,c1c5 a6f1,602,80,100,188,hangingPiece kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/XMbvJUlx#41,,
07fRV,8/6k1/3p1p2/p2B1Kn1/1p1P2P1/1P2P3/P3R3/2r5 w - - 1 39,e3e4 c1f1 e2f2 f1f2,636,79,100,1518,endgame mate mateIn2 short,https://lichess.org/51D2bhp0#77,,
07ff1,2kr3r/1pp2ppp/p6q/P7/8/2N1P1b1/1PPBQPP1/R2R3K w - - 3 18,h1g1 h6h2 g1f1 h2h1,916,77,100,404,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/9N8EqYnl#35,Englund_Gambit Englund_Gambit_Hartlaub-Charlick_Gambit,
07fpN,r3k1r1/p1p2p1p/2p4q/8/8/1PNPPN2/P1b1Q2P/R3K3 b Qq - 0 16,h6h5 e1d2 c2d3 d2d3,2167,107,100,56,equality middlegame short trappedPiece,https://lichess.org/BSWMBPqL/black#32,,
07fya,2r3k1/pp3ppp/2n2q2/1B1Qr3/8/5P2/PPP3PP/2KR2NR w - - 1 16,d5b3 c6d4 d1d4 e5e1 c1d2 e1g1 b3d5 g1h1,2179,154,100,8,middlegame,https://lichess.org/WX1ytm4K#31,French_Defense French_Defense_Classical_Variation,
07gGF,8/2R3pk/B5p1/p7/3P2P1/2P1nr2/P6P/7K w - - 0 34,c3c4 f3f1,479,92,100,228,endgame mate mateIn1 oneMove,https://lichess.org/516hFmWM#67,,
07gJP,r4rk1/pb1N1pb1/2q1p1pp/8/5P2/3P4/PP4PP/R1BQ1R1K w - - 0 23,d7f8 c6g2,906,102,100,39,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/4JftHZxx#45,,
07hih,3r1rk1/ppp1qp1p/6p1/4P3/1P1n4/P4B2/1Q2RPP1/RN4K1 w - - 1 22,e2e3 d4f3 e3f3 d8d1,1077,75,100,623,advantage clearance kingsideAttack middlegame short,https://lichess.org/KngnAGPl#43,,
07iKJ,r4rk1/ppq2pbp/2p1p1p1/2P3B1/1PBP2n1/4Q3/P4PPP/R4RK1 w - - 3 17,e3e4 c7h2,619,84,100,208,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/N8gcnCHU#33,Slav_Defense Slav_Defense_Diemer_Gambit,
07jP3,3r3r/ppp1kp2/4bp1p/1B2p3/3nP2N/1P3P2/P1PR2PP/2KR4 w - - 1 18,c2c3 d4b5 d2d8 h8d8 d1d8 e7d8,1649,75,100,65,middlegame,https://lichess.org/WvxeqmZA#35,Pirc_Defense Pirc_Defense_Other_variations,
07juY,6k1/pp3pp1/3r3p/r3p3/4P3/1PP5/1P3PPP/3R2K1 w - - 0 25,d1d6 a5a1 d6d1 a1d1,421,90,100,93,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/PJCgqD80#49,,
07kRV,3r4/5pkn/4q3/1R4p1/1Q6/4P1Pp/PPr4P/4R1KB w - - 3 35,h1e4 c2c4 e4d5 c4b4 d5e6 b4b5,2116,75,100,121,crushing long middlegame,https://lichess.org/GqddjpYU#69,,
07l35,4r1k1/2b2pp1/ppp1q2p/8/3P4/2N2Q1P/PP3PP1/3R2K1 w - - 0 25,d4d5 e6e1 d1e1 e8e1,778,76,100,323,endgame kingsideAttack mate mateIn2 pillsburysMate sacrifice short,https://lichess.org/LzOZ2qOy#49,,
07lUP,6k1/p4pp1/1p2p2p/3nB3/2qPP3/1Q6/P4PPP/1Rr3K1 w - - 3 26,b1c1 c4c1 b3d1 c1d1,592,81,100,156,backRankMate endgame mate mateIn2 short,https://lichess.org/d92FvGQn#51,,
07lbv,5rk1/p2r1ppp/2Q2n2/8/3Pp3/P1P1R3/P4PPP/R1Bq2K1 w - - 1 18,e3e1 d1e1,478,86,100,352,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/795PO0HL#35,Scandinavian_Defense Scandinavian_Defense_Kloosterboer_Gambit,
07lu5,6k1/p4r2/1p6/8/4RpP1/8/Pq5P/4Q1K1 b - - 0 40,b2b5 e4e8 b5e8 e1e8,559,87,100,196,crushing endgame master short,https://lichess.org/SZKcLRIn/black#80,,
07nQt,8/5k2/1R3p2/1P2n3/5p1p/4N2P/1r4PK/8 w - - 0 47,e3d5 e5f3 h2h1 b2b1,1148,76,100,548,endgame mate mateIn2 pin short,https://lichess.org/4xwJq9Ss#93,,
07nap,4Q3/1pqr2kp/p7/8/7P/6N1/PP4PK/8 b - - 0 33,d7e7 e8e7 c7e7 g3f5 g7f6 f5e7,915,77,100,374,attraction crushing endgame fork long sacrifice,https://lichess.org/Mpng6sPz/black#66,,
07o1N,r1b3k1/pp3p2/1n5p/3pN1q1/2pP4/2P3nP/PP3QP1/1K1R3R b - - 1 22,g3h1 f2f7 g8h8 e5g6 g5g6 f7g6,1227,75,100,391,crushing kingsideAttack long middlegame,https://lichess.org/kXpXqFMF/black#44,,
07o7b,8/5k1p/1p4p1/1r2P3/1P2K1P1/3N3P/8/8 b - - 0 42,f7e6 d3f4 e6d7 f4d5,2150,87,100,44,endgame,https://lichess.org/LkRO3o7x/black#84,,
07oTu,8/7p/5kp1/p1N2p2/Ppp5/5P1P/1P3P2/6K1 w - - 0 36,c5b7 c4c3 b2c3 b4b3 b7a5 b3b2,1631,75,100,794,advancedPawn crushing endgame knightEndgame long sacrifice,https://lichess.org/LEvky19X#71,,
07ocJ,1k6/ppp2Rpp/8/3n1Q2/3Pr2K/7B/2P1q3/3R4 w - - 12 31,h3g4 e2h2 h4g5 h2h6,1623,75,100,275,mate mateIn2 middlegame short,https://lichess.org/BsvKZa8k#61,,
07odK,r3k1r1/2p2b2/1p1pN2p/p2P1p2/2P1n3/1P2P2Q/PB5P/2R2RqK w q - 5 24,f1g1 e4f2,858,81,100,151,mate mateIn1 middlegame oneMove,https://lichess.org/dCz7Dp1J#47,,
07odm,6r1/pN3k2/2p2p2/3p4/3P4/2P5/PP1Q1KP1/1q6 b - - 2 38,b1e4 b7d6 f7g6 d6e4,909,87,100,105,crushing endgame fork short,https://lichess.org/2LTmZ9Ux/black#76,,
07otO,1Q6/p3q1kp/1bp4p/3p4/5N2/P1P3P1/1P5P/7K w - - 1 31,b8c8 e7e4 f4g2 e4b1,1841,74,100,537,crushing endgame short,https://lichess.org/FD9PbQFG#61,,
07pY9,r3k2r/ppp2pp1/2n4p/3Np3/1P1b3q/P2B1P1P/2PB3P/R2QK2R w KQkq - 1 14,e1e2 h4f2,704,81,100,314,mate mateIn1 middlegame oneMove,https://lichess.org/Pm19gJRu#27,Zukertort_Opening Zukertort_Opening_Tennison_Gambit,
07pcR,r1b3r1/ppqk2pB/2p1pn2/3p2Q1/P7/B1P5/5PPP/RN3RK1 b - - 0 16,f6h7 g5e7,788,86,100,372,mate mateIn1 middlegame oneMove,https://lichess.org/WMdn3Q9T/black#32,French_Defense French_Defense_Knight_Variation,
07pj8,b4rk1/p4p1p/1b4p1/8/2pq4/6Q1/PP1NRPPP/3R2K1 w - - 0 26,g3e3 d4g4 d2e4 f7f5 h2h3 g4e4,2423,75,100,83,advantage long middlegame,https://lichess.org/TFc8cl4z#51,,
07pwg,8/2q2p2/1p6/4rNk1/2bQ1bP1/2P2B2/1P4K1/4R3 b - - 1 48,e5e1 d4g7,956,75,100,267,master mate mateIn1 middlegame oneMove,https://lichess.org/HyDfyeaR/black#96,,
07pyP,8/1r3p2/2R5/1p6/k1n5/p2R1P2/2r3PP/4BK2 b - - 9 55,a3a2 c6a6 c4a5 a6a5,1183,76,100,268,endgame mate mateIn2 short,https://lichess.org/PxbLcXgI/black#110,,
07q1J,4r3/5kb1/p5p1/1pN2p1p/5P2/1QP3P1/PP3KNq/8 b - - 1 36,f7e7 b3e6 e7f8 c5d7,983,77,100,665,cornerMate endgame mate mateIn2 short,https://lichess.org/ih2qhdaG/black#72,,
07rM5,r1b2k1r/ppP1bpp1/4p3/2p1q3/Q1P1B1p1/2P5/P2N1PPP/R3K2R w KQ - 4 17,e1g1 e5h2,1134,78,100,1352,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/r10IdVDV#33,English_Opening English_Opening_Mikenas-Carls_Variation,
07rZu,7k/p1pq1prp/2pb1Q2/4p3/8/3P1N1b/PPP2PP1/R4R1K w - - 0 19,g2h3 d7h3 f3h2 h3g2,1139,76,100,570,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/Ni54BTJO#37,,
07ri2,r4rk1/1pp3pp/p1n1pq2/3p2N1/5P2/2PQP1P1/PP5P/R4RK1 b - - 1 18,h7h6 d3h7,541,84,100,96,mate mateIn1 middlegame oneMove,https://lichess.org/L56KvWaN/black#36,Queens_Pawn_Game Queens_Pawn_Game_Torre_Attack,
07rtK,4r1k1/p5pp/1p4q1/2p1pr2/4QB2/6P1/PP1R2KP/R7 w - - 0 28,f4e3 f5f2 g2f2 g6e4,978,77,100,173,advantage discoveredAttack middlegame short,https://lichess.org/P3n8FozA#55,,
07sKR,2kr4/ppp2N2/4pb1p/2n2b2/6p1/1nN1B1P1/PP2PP1P/2KR1B1R w - - 3 18,a2b3 c5b3,879,87,100,322,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/UcIqckuw#35,Reti_Opening Reti_Opening_Reti_Accepted,
07teI,4r1k1/pp3pp1/5R2/q2p2N1/2r2Pb1/P1NQ4/1P4P1/1B1n2K1 b - - 2 24,g7f6 d3h7 g8f8 h7f7,1089,75,100,394,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/t6qVYj5n/black#48,,
07tpU,r5k1/1pR3Rr/p5Qp/6q1/6b1/8/PP3P1P/6K1 b - - 0 29,h7g7 c7g7 g8h8 g6h7,1331,74,100,931,endgame mate mateIn2 short,https://lichess.org/qcgmXVhk/black#58,,
07uzv,4Rrk1/p1qb1ppp/1p6/2p5/2PpQ3/3P2P1/PP3PBP/4R1K1 b - - 0 19,f8e8 e4e8 d7e8 e1e8,678,85,100,121,backRankMate endgame mate mateIn2 short,https://lichess.org/XnN7FUgS/black#38,,
07v3U,3r1rk1/2q1R2p/pp4p1/3p1p2/1PPQ1Pn1/3B2P1/P6P/4R1K1 b - - 1 28,d8d7 d4g7,895,78,100,208,mate mateIn1 middlegame oneMove,https://lichess.org/DDTGTAaQ/black#56,,
07vL0,1r1q1rk1/4bppp/b2p1n2/p4N2/3QP3/7P/P1B2PP1/R1B1R1K1 b - - 2 20,f6d7 d4g7,811,90,100,41,kingsideAttack master mate mateIn1 oneMove opening,https://lichess.org/zVqu3bEd/black#40,,
07wZw,8/8/p5p1/1pkp1P2/3p3P/P5p1/2P1K3/8 b - - 1 48,a6a5 f5g6 g3g2 e2f2,1435,76,100,1762,crushing endgame pawnEndgame short,https://lichess.org/PtKODoWm/black#96,,
07wZy,3r4/1pr5/p4p2/4pRk1/6pN/2B5/PP3PP1/6K1 b - - 3 37,g5h4 g2g3 h4h3 f5h5,966,164,100,13,endgame,https://lichess.org/VkBwecks/black#74,,
07whH,6k1/2Q2pp1/4p2p/pB2Pq2/2P5/P3R1P1/1r1r1P1P/5RK1 w - - 3 29,c7c8 g8h7 e3e2 d2e2,1160,75,100,90,advantage middlegame short,https://lichess.org/DYF25CDG#57,,
07wl3,5r2/p3p1kp/3p2p1/2p2r2/1nq5/5PQ1/2BR2PP/5R1K w - - 4 29,c2f5 c4f1,661,81,100,340,hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/PI28xOIR#57,,
07xMH,r2r1nk1/ppp1qppp/5P2/4N3/3n2Q1/8/PPP3PP/R1B2R1K b - - 0 18,e7e5 g4g7,905,76,100,125,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/l5IUGr2z/black#36,Center_Game Center_Game_Other_variations,
07y6y,r1bq1rk1/1p2bpp1/2p1p2p/p2n4/P2PN3/3QPN2/1PB2PPP/3R1RK1 b - - 3 15,d5b4 e4f6 g7f6 d3h7,964,79,100,164,clearance kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/71m0zmJe/black#30,Slav_Defense Slav_Defense_Other_variations,
07z9t,6k1/pp3ppp/2p5/6q1/5nb1/B1P2PR1/P1Q1r1PP/R5K1 w - - 0 21,c2d1 f4h3 g3h3 g4f3 d1e2 f3e2,2519,85,100,47,advantage kingsideAttack long middlegame pin sacrifice,https://lichess.org/jdNv2LnX#41,,
07zHR,8/Q7/6pk/3p1n2/3P2Np/4P2P/5PPK/1rq5 b - - 3 49,h6h5 a7h7 f5h6 h7h6,1284,76,100,690,endgame mate mateIn2 short,https://lichess.org/wFAthsPH/black#98,,
080jt,8/5K2/3bP3/3P2p1/5kP1/p7/B7/8 b - - 16 70,f4g4 e6e7 d6e7 f7e7 g4f3 d5d6,922,85,100,53,advancedPawn bishopEndgame crushing endgame long,https://lichess.org/l5HJGg2L/black#140,,
080wN,r2q1rk1/p2n2bp/5pP1/1ppn2B1/3p3Q/3P1N2/PPP1N1PP/R4RK1 b - - 0 15,f6g5 h4h7,702,80,100,232,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/bUhLz0VG/black#30,Sicilian_Defense Sicilian_Defense_Closed,
081HF,6k1/7p/p1q1p1p1/3p4/3P4/2r1PP2/PQ6/KR6 b - - 3 30,c3e3 b2b8 g8g7 b1b7 c6b7 b8b7,991,77,100,261,advantage endgame long,https://lichess.org/SDz4DK4Z/black#60,,
0822d,6k1/2q2p2/4p2p/pB1pP1p1/P2P2Pn/7P/2pQ1P2/2N3K1 w - - 1 42,b5d3 h4f3 g1g2 f3d2,842,77,100,245,crushing endgame fork short,https://lichess.org/xBBdbAYD#83,,
082Iv,4r1k1/ppp2pp1/2p4p/8/3B1Pn1/1P4Pb/P1PP3P/RN1Q2K1 w - - 0 15,d1f3 e8e1 f3f1 e1f1,555,85,100,136,kingsideAttack mate mateIn2 middlegame operaMate short,https://lichess.org/aYnHoxDR#29,Vant_Kruijs_Opening Vant_Kruijs_Opening_Other_variations,
083ET,1k5r/1p3p2/2b2r2/n3N2p/7P/1PPB4/P1K5/4R3 b - - 3 38,h8e8 e5c6 b8c7 e1e8,1199,76,100,1163,advantage discoveredAttack middlegame short,https://lichess.org/O7DeqXVO/black#76,,
083nr,3rr1k1/pbq1bppp/1p3B2/2pp4/5N2/1P1P1BP1/P1P1QP1P/R3R1K1 b - - 0 16,e7f6 e2e8 d8e8 e1e8,598,93,100,551,backRankMate mate mateIn2 middlegame short,https://lichess.org/M9gAxFMg/black#32,Hungarian_Opening Hungarian_Opening_Indian_Defense,
0842V,8/8/8/1p5k/1P2K3/1P2bp2/8/8 w - - 0 63,e4e3 h5g4 e3f2 g4f4,975,76,100,1090,crushing defensiveMove endgame master pawnEndgame short,https://lichess.org/z2wfObzk#125,,
084Ej,r3r1k1/pbp2p1Q/1pnq1Bp1/4p3/3P1R2/2PB4/PP4PP/R5K1 b - - 0 18,g8h7 f4h4 h7g8 h4h8,598,83,100,196,mate mateIn2 middlegame operaMate short,https://lichess.org/OON2VtwO/black#36,French_Defense French_Defense_Henneberger_Variation,
0857U,r2qk2r/ppp2p2/3p3p/4p3/1bB1P1n1/2NP1QBb/PPP2P2/R3R1K1 b kq - 1 14,b4c5 f3f7,505,87,100,326,attackingF2F7 mate mateIn1 middlegame oneMove,https://lichess.org/A77xRbwn/black#28,Three_Knights_Opening Three_Knights_Opening_Other_variations,
85,2r5/8/8/3k4/8/1R6/1K6/8 b - - 6 77,d5c5 b3c3 c5d6 c3c8,791,89,100,282,crushing endgame rookEndgame short skewer,https://lichess.org/ktajzT6r/black#154,,
8627,r2q1rk1/1pp2ppp/p2p4/3n4/4P3/1BN1PP1b/PP6/R2QR1K1 w - - 0 17,c3d5 d8g5 g1h2 g5g2,846,77,100,571,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/VofXL6g0#33,Ruy_Lopez Ruy_Lopez_Berlin_Defense,
0868Q,2r5/p1P1R2p/5ppk/1p3b2/5B2/7P/1r1p4/3R1K2 b - - 5 38,h6h5 e7h7,683,81,100,128,endgame master mate mateIn1 oneMove pillsburysMate,https://lichess.org/Xa2b0bdY/black#76,,
086CA,8/1p6/p7/P1pPK1kp/2P3p1/8/1P6/8 b - - 1 48,g4g3 d5d6 g5g4 d6d7 g4f3 d7d8q,852,80,100,386,advancedPawn crushing endgame long master pawnEndgame promotion,https://lichess.org/9oy2emCR/black#96,,
086g1,1qrk2r1/pb1n1p2/1p1PB1pp/2p5/2P2P1P/1P3NP1/PB2Q2K/3R4 b - - 0 26,f7e6 e2e6 g8e8 b2f6 d7f6 e6f6,1501,76,100,844,crushing exposedKing long middlegame,https://lichess.org/q17oSTNs/black#52,,
087Yq,2r3k1/6p1/p1r1p3/3N2bP/8/8/PP2R3/1K3R2 w - - 1 41,d5b4 c6c1 f1c1 c8c1,571,83,100,101,endgame mate mateIn2 operaMate short,https://lichess.org/otBY2zC8#81,,
087ii,rq4k1/2R1Qp1p/1p1B1npb/8/P7/4pPK1/6PP/8 b - - 7 32,h6g7 e7f7 g8h8 f7g7,1206,75,100,604,mate mateIn2 middlegame short,https://lichess.org/qLYItq5W/black#64,,
087jX,6k1/1Rp2ppp/5n2/2BP4/6P1/7P/P4PB1/b3r1K1 w - - 1 24,g1h2 a1e5 f2f4 e5f4,903,77,100,379,endgame mate mateIn2 short,https://lichess.org/wHweIcUH#47,,
8852,2kr1b1r/pbp2pp1/5n1p/3qN3/5B2/3p4/PPP2PPP/RN1QR1K1 w - - 0 14,b1c3 d5g2,1474,78,100,97,master opening,https://lichess.org/auGIWLuH#27,Italian_Game Italian_Game_Two_Knights_Defense,
088Dn,r1b2r1k/2R3pp/p2p4/4p3/4Pnq1/P1P1B3/B1Q2PPP/4RNK1 w - - 1 25,g2g3 f4h3 g1h1 g4f3,1166,75,100,388,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/dMgmHNKu#49,,
088lU,8/5p1k/6p1/3Q3p/8/Pr5q/5rP1/6RK w - - 0 46,g2h3 b3h3,890,76,100,483,endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/MXzDQUX0#91,,
088yl,1rk1q3/1p1n3p/p2Prnp1/2p5/P4B2/1Q3B1P/1P3PP1/R4RK1 w - - 2 25,f1e1 e6e1 a1e1 e8e1,430,91,100,319,advantage kingsideAttack middlegame short,https://lichess.org/9Xxla6jO#49,,
088zv,2r3k1/1pp3b1/p5p1/2Pq1p1p/5P2/P3P2P/6P1/2Q2B1K b - - 1 40,c8e8 f1c4 d5c4 c1c4,887,77,100,508,advantage endgame pin short,https://lichess.org/243UO0HG/black#80,,
089rt,1n4rk/4R3/2p2q1p/p2p1P2/5P2/1P6/8/2R2Q1K w - - 7 40,e7e6 f6h4 f1h3 h4h3,821,76,100,419,endgame mate mateIn2 short,https://lichess.org/cUWmRxQp#79,,
08AbQ,8/8/1p2K3/p1p3pk/P1P5/1P6/5P2/8 w - - 1 52,e6d6 h5g4 d6c7 g4f3,1407,77,100,450,crushing endgame pawnEndgame short,https://lichess.org/wqrSU8Yq#103,,
08Ag8,r4rk1/4npp1/p2p4/2p1p1R1/4P3/1BPPQNPq/P3K2N/8 w - - 5 28,g5g7 g8g7 e3g5 e7g6,1007,77,100,240,advantage defensiveMove hangingPiece middlegame short,https://lichess.org/CYR8EW66#55,,
08BKi,2r3k1/p4pp1/2p2np1/2Np4/3P4/q3PB1P/r4PP1/1R1Q2K1 b - - 9 27,a7a5 b1b3 a3c5 d4c5,1606,78,100,168,advantage middlegame short trappedPiece,https://lichess.org/WBU5VSb8/black#54,,
08CSo,6k1/p7/1pp1r3/6P1/2n1BP2/2P5/P1P4R/2K5 w - - 5 31,e4d3 e6e1,453,92,100,298,endgame mate mateIn1 oneMove,https://lichess.org/4gcb9uzR#61,,
08Cms,r4rk1/ppqbbp1p/8/8/3PQPn1/P1P3P1/1P5P/1BR1NRK1 b - - 0 21,d7c6 e4h7,969,162,100,20,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/Htbn6HKO/black#42,,
08CzB,2r3k1/3R1p1p/2q1p1p1/2r5/p1PQ1P2/P1R3PP/2P4K/8 b - - 7 35,c5c4 c3c4 c6c4 d7d8 c8d8 d4c4,1690,75,100,318,crushing deflection endgame long,https://lichess.org/TyaFBrC8/black#70,,
08DPS,8/1k6/1pp1p2p/4P1p1/KPP3P1/7P/8/8 w - - 8 43,c4c5 b7a6 a4b3 b6c5,1839,302,100,4,endgame,https://lichess.org/5ZljbyWE#85,,
08DYP,2r2r2/p4kb1/2N3pp/1BN5/8/P3n3/1P4PP/4R1K1 b - - 2 29,e3f5 b5c4 f7f6 c5e4,2196,76,100,217,mate mateIn2 middlegame short,https://lichess.org/vNpf3Hbb/black#58,,
08Df4,8/8/1p6/p3k3/Pr6/1PN2P2/2K5/8 b - - 0 52,e5f4 c3d5 f4e5 d5b4,765,80,100,290,crushing endgame fork master short,https://lichess.org/b7OLDaop/black#104,,
08Dk6,r1b2rk1/pp1B1pbp/6p1/3QP3/5PPq/8/PPP4P/2KR2NR b - - 0 14,c8d7 d5d7 a8d8 g1f3,2147,122,100,34,equality middlegame short,https://lichess.org/HgeUcO82/black#28,,
08EON,2r1k2r/1p2bpp1/p1n1p3/3NP1Np/1P1q1P2/P3Q2P/6P1/2R2RK1 b k - 0 20,e6d5 e3d4 c6d4 c1c8 e8d7 c8h8,1240,75,100,266,crushing long middlegame skewer,https://lichess.org/trdn6oAE/black#40,,
08FYT,1B6/8/8/1p1k4/6K1/8/2n3P1/8 w - - 0 53,g4f4 b5b4 b8e5 c2d4 f4e3 d5e5,2315,78,100,103,crushing endgame long quietMove,https://lichess.org/FPMYMENf#105,,
08Fl7,2n1r1rk/5R2/2b1n1PP/pp1pP3/3P4/bP2B3/4K3/3N2R1 b - - 1 36,g8f8 g6g7 e6g7 h6g7 h8g8 g7f8q,1947,192,100,4,middlegame,https://lichess.org/AiyHHeAS/black#72,,
08GOE,8/R1p2pkp/1p4p1/3P4/2nP4/2P3P1/P6q/2KQ4 w - - 0 26,a7c7 h2b2,950,75,100,255,endgame mate mateIn1 oneMove,https://lichess.org/JlCILZH1#51,,
08Gmj,R7/5p2/6kp/P1p3p1/6n1/2BP2P1/1Pr3P1/6K1 w - - 0 39,a5a6 c2c1 c3e1 c1e1,599,81,100,215,endgame mate mateIn2 short,https://lichess.org/0ws4GrcO#77,,
08Hl2,r1b2rk1/ppp2ppp/3b2q1/3NB3/3P4/5Q2/PPP3PP/R4RK1 b - - 4 15,d6e5 d5e7 g8h8 e7g6,1094,75,100,376,advantage fork middlegame short,https://lichess.org/6LrS3tIv/black#30,Kings_Gambit_Accepted Kings_Gambit_Accepted_Schallopp_Defense,
08Jl5,6k1/2p2p2/7p/3Q4/P2P3q/2r3p1/2R5/6K1 w - - 0 35,c2c3 h4h2 g1f1 h2f2,1085,79,100,394,endgame mate mateIn2 short,https://lichess.org/NJRP9mVu#69,,
08KDw,2r4k/6p1/3p3p/p2qpQ2/8/P1P3PK/1r3R1P/5R2 b - - 3 33,b2f2 f5c8 d5g8 c8g8 h8g8 f1f2,1596,74,100,926,crushing endgame hangingPiece long,https://lichess.org/m8ZoEI2D/black#66,,
08LwR,3r4/1p1q3Q/4bk2/p3p1B1/P2nB3/3P2PP/1P5K/1R2q3 b - - 1 30,f6g5 h7h4,981,75,100,445,mate mateIn1 middlegame oneMove,https://lichess.org/9gJO2mpE/black#60,,
08M8v,6k1/p6p/4p3/3p2pQ/1PbP1r2/P7/6PP/6qK w - - 0 34,h1g1 f4f1,554,84,100,153,endgame mate mateIn1 oneMove operaMate,https://lichess.org/FiSMFXiA#67,,
08MJl,8/4kpp1/4p2p/1p6/3q4/3P1Q2/P4PPP/RR4K1 w - - 6 21,b1b5 d4a1 b5b1 a1b1 f3d1 b1d1,823,79,100,169,backRankMate endgame hangingPiece long mate mateIn3,https://lichess.org/8mcEBOSh#41,,
08Mml,5rk1/1p4p1/3p1p1p/3P4/1P1Q1Pn1/4r1Pq/PB2R2P/4R1K1 w - - 2 25,e2e3 h3h2 g1f1 h2f2,1150,76,100,248,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/Zlcxwq7u#49,,
08Ngy,3r2k1/5ppp/1R6/8/PP2n3/4BN2/5PPP/2Rq2K1 w - - 0 27,c1d1 d8d1 f3e1 d1e1,563,101,100,188,endgame mate mateIn2 short,https://lichess.org/mbGZfGQ4#53,,
08Nkz,r1b3kr/pp1p2pp/2nBp3/1N3Q2/8/8/P1PK1PPP/q4B1R b - - 0 17,a1a2 f5f8,1003,177,100,5,middlegame,https://lichess.org/Oy6GNsh9/black#34,Sicilian_Defense Sicilian_Defense_Four_Knights_Variation,
08NnI,5rk1/p5p1/2B4p/1P3p2/4p3/r2bN1P1/5P1P/4R1K1 b - - 0 31,a3b3 c6d5 g8h8 d5b3,853,85,100,114,advantage endgame fork short,https://lichess.org/bQLAZ1bp/black#62,,
08O8g,8/pp6/5N2/3k4/5p2/1PPKbP2/8/8 b - - 10 46,d5e5 f6g4 e5f5 g4e3 f4e3 d3e3,1122,80,100,880,crushing endgame long master,https://lichess.org/pbAMoPqh/black#92,,
08Paa,r4rk1/p4ppp/2Q2n2/2p1p3/4P1b1/2Pq4/P2N1PPP/R1B1K2R w KQ - 0 14,c6c5 d3e2,953,134,100,29,mate mateIn1 middlegame oneMove,https://lichess.org/e1ojIbk0#27,Italian_Game Italian_Game_Classical_Variation,
08PgK,6R1/8/7p/3p2k1/2b5/2b3P1/1P4PK/1r6 b - - 12 45,g5h5 g3g4 h5h4 g2g3,1071,86,100,422,endgame mate mateIn2 short,https://lichess.org/2AzfRJnh/black#90,,
08PpV,2R5/kp5p/6q1/p2p4/P2Pn3/1P1Q4/6KP/3R4 w - - 1 44,g2h1 e4f2,889,77,100,374,cornerMate endgame mate mateIn1 oneMove,https://lichess.org/pwNY6E22#87,,
08QH6,r4rk1/p4ppp/4p3/q7/1P2Q3/6P1/P4PP1/R3K2R b KQ - 0 18,a5b5 e4h7,639,96,100,69,endgame mate mateIn1 oneMove,https://lichess.org/amAqJqfJ/black#36,English_Opening English_Opening_Caro-Kann_Defensive_System,
08Qj0,r4rk1/p1p1b1pp/2pp4/3np1Nq/3P2bP/2PQ1NP1/PP3PK1/R1B2R2 b - - 2 18,h7h6 d3h7,763,88,100,56,mate mateIn1 middlegame oneMove,https://lichess.org/UzUMCuC4/black#36,Dutch_Defense Dutch_Defense_Fianchetto_Attack,
